1967, 2022-01-03, [19, 21, 22, 32, 35, 37]
2001, 2022-05-02, [3, 5, 23, 30, 37, 38]
2002, 2022-05-05, [2, 10, 17, 30, 33, 42]
2003, 2022-05-09, [2, 18, 19, 22, 24, 28]
2004, 2022-05-12, [3, 18, 24, 27, 28, 37]
2005, 2022-05-16, [1, 2, 5, 7, 20, 36]
2006, 2022-05-19, [1, 7, 9, 14, 19, 30]
2007, 2022-05-23, [3, 4, 16, 21, 37, 40]
2008, 2022-05-26, [2, 5, 20, 21, 39, 40]
2009, 2022-05-30, [8, 10, 11, 18, 28, 37]
2010, 2022-06-02, [4, 7, 8, 12, 23, 40]
2011, 2022-06-06, [1, 14, 31, 38, 41, 42]
2012, 2022-06-09, [9, 11, 15, 20, 21, 28]
2013, 2022-06-13, [3, 7, 21, 24, 29, 35]
2014, 2022-06-16, [6, 10, 23, 30, 35, 39]
2015, 2022-06-20, [4, 27, 32, 35, 36, 40]
2016, 2022-06-23, [6, 15, 25, 28, 39, 41]
2017, 2022-06-27, [10, 20, 24, 29, 34, 41]
2018, 2022-06-30, [3, 12, 17, 30, 37, 42]
2019, 2022-07-04, [5, 6, 20, 27, 32, 40]
2020, 2022-07-07, [3, 18, 20, 28, 37, 40]
2021, 2022-07-11, [1, 5, 12, 13, 29, 30]
2022, 2022-07-14, [2, 15, 17, 24, 32, 41]
2023, 2022-07-18, [2, 3, 8, 25, 28, 32]
2024, 2022-07-21, [1, 9, 17, 18, 27, 41]
2025, 2022-07-25, [4, 6, 12, 16, 20, 39]
2026, 2022-07-28, [1, 25, 26, 31, 37, 38]
2027, 2022-08-01, [3, 6, 15, 19, 22, 37]
2028, 2022-08-04, [3, 9, 19, 22, 28, 39]
2029, 2022-08-08, [1, 13, 18, 28, 32, 39]
2030, 2022-08-11, [1, 2, 15, 18, 24, 25]
2031, 2022-08-15, [1, 11, 29, 31, 40, 42]
2032, 2022-08-18, [4, 8, 22, 27, 33, 39]
2033, 2022-08-22, [4, 11, 13, 18, 29, 30]
2034, 2022-08-25, [8, 11, 18, 26, 32, 41]
2035, 2022-08-29, [9, 11, 17, 20, 33, 36]
2036, 2022-09-01, [12, 22, 25, 27, 31, 39]
2037, 2022-09-05, [1, 21, 23, 32, 38, 40]
2038, 2022-09-08, [2, 14, 18, 36, 39, 41]
2039, 2022-09-12, [7, 8, 16, 31, 38, 41]
2040, 2022-09-15, [8, 11, 14, 15, 18, 23]
2041, 2022-09-19, [3, 15, 18, 20, 35, 38]
2042, 2022-09-22, [1, 9, 19, 22, 36, 37]
2043, 2022-09-26, [2, 17, 18, 33, 34, 37]
2044, 2022-09-29, [5, 9, 14, 32, 33, 34]
2045, 2022-10-03, [3, 4, 5, 28, 34, 41]
2046, 2022-10-06, [1, 12, 14, 19, 21, 41]
2047, 2022-10-10, [12, 15, 16, 25, 26, 39]
2048, 2022-10-13, [1, 6, 14, 27, 30, 42]
2049, 2022-10-17, [4, 6, 24, 27, 36, 41]
2050, 2022-10-20, [18, 25, 29, 33, 37, 39]
2051, 2022-10-24, [9, 20, 21, 23, 39, 40]
2052, 2022-10-27, [6, 14, 17, 23, 25, 41]
2053, 2022-10-31, [1, 3, 5, 11, 22, 34]
2054, 2022-11-03, [3, 10, 12, 26, 29, 33]
2055, 2022-11-07, [1, 10, 15, 22, 32, 40]
2056, 2022-11-10, [7, 9, 20, 22, 30, 41]
2057, 2022-11-14, [2, 3, 25, 32, 39, 42]
2058, 2022-11-17, [4, 13, 15, 18, 22, 36]
2059, 2022-11-21, [1, 4, 7, 11, 12, 18]
2060, 2022-11-24, [4, 8, 29, 31, 32, 40]
2061, 2022-11-28, [11, 22, 28, 31, 35, 39]
2062, 2022-12-01, [19, 20, 21, 26, 28, 31]
2063, 2022-12-05, [16, 19, 29, 34, 37, 40]
2064, 2022-12-08, [3, 9, 14, 24, 34, 41]
2065, 2022-12-12, [4, 6, 11, 12, 34, 40]
2066, 2022-12-15, [5, 16, 30, 33, 35, 39]
2067, 2022-12-19, [7, 15, 18, 27, 31, 41]
2068, 2022-12-22, [14, 21, 26, 35, 37, 40]
2069, 2022-12-26, [15, 20, 26, 31, 34, 39]
2070, 2022-12-29, [7, 18, 20, 23, 26, 37]
