1575, 2018-01-02, [14, 26, 29, 30, 36, 40]
1646, 2018-09-06, [11, 15, 19, 29, 30, 36]
1647, 2018-09-10, [7, 10, 11, 14, 25, 32]
1648, 2018-09-13, [5, 9, 20, 25, 32, 35]
1649, 2018-09-17, [8, 11, 14, 17, 20, 28]
1650, 2018-09-20, [2, 20, 22, 29, 32, 39]
1651, 2018-09-24, [6, 10, 19, 25, 30, 35]
1652, 2018-09-27, [7, 10, 16, 31, 39, 41]
1653, 2018-10-01, [6, 12, 19, 30, 37, 39]
1654, 2018-10-04, [6, 9, 22, 33, 34, 39]
1655, 2018-10-08, [1, 6, 13, 23, 37, 38]
1656, 2018-10-11, [2, 13, 22, 23, 31, 37]
1657, 2018-10-15, [10, 12, 15, 18, 19, 42]
1658, 2018-10-18, [1, 12, 14, 18, 23, 24]
1659, 2018-10-22, [8, 9, 10, 20, 32, 35]
1660, 2018-10-25, [5, 11, 15, 25, 32, 35]
1661, 2018-10-29, [2, 14, 16, 22, 32, 39]
1662, 2018-11-01, [6, 7, 17, 20, 29, 35]
1663, 2018-11-05, [11, 16, 22, 25, 37, 41]
1664, 2018-11-08, [22, 24, 25, 26, 35, 40]
1665, 2018-11-12, [3, 13, 19, 22, 25, 28]
1666, 2018-11-15, [9, 11, 12, 13, 27, 41]
1667, 2018-11-19, [13, 15, 18, 25, 29, 40]
1668, 2018-11-22, [18, 24, 27, 30, 33, 34]
1669, 2018-11-26, [2, 5, 29, 32, 39, 40]
1670, 2018-11-29, [1, 5, 16, 20, 22, 29]
1671, 2018-12-03, [3, 4, 17, 20, 36, 42]
1672, 2018-12-06, [2, 10, 14, 17, 27, 40]
1673, 2018-12-10, [3, 5, 11, 20, 26, 27]
1674, 2018-12-13, [1, 3, 6, 16, 21, 40]
1675, 2018-12-17, [9, 12, 14, 28, 29, 33]
1676, 2018-12-20, [1, 5, 8, 22, 30, 37]
1677, 2018-12-24, [6, 8, 17, 24, 38, 40]
1678, 2018-12-27, [5, 9, 12, 24, 28, 29]
1679, 2018-12-31, [4, 11, 12, 20, 22, 26]
