1367, 2016-01-04, [4, 5, 16, 19, 27, 39]
1447, 2016-10-10, [4, 6, 7, 12, 21, 36]
1448, 2016-10-13, [6, 20, 24, 25, 29, 41]
1449, 2016-10-17, [10, 15, 23, 29, 32, 36]
1450, 2016-10-20, [10, 13, 16, 23, 33, 40]
1451, 2016-10-24, [19, 29, 36, 37, 38, 41]
1452, 2016-10-27, [2, 12, 15, 19, 29, 34]
1453, 2016-10-31, [1, 2, 7, 8, 12, 38]
1454, 2016-11-03, [2, 9, 18, 20, 24, 37]
1455, 2016-11-07, [16, 20, 21, 24, 30, 31]
1456, 2016-11-10, [4, 10, 13, 27, 31, 33]
1457, 2016-11-14, [9, 14, 19, 26, 33, 41]
1458, 2016-11-17, [5, 7, 9, 13, 17, 39]
1459, 2016-11-21, [10, 13, 19, 26, 32, 42]
1460, 2016-11-24, [3, 9, 19, 21, 24, 35]
1461, 2016-11-28, [12, 15, 19, 31, 32, 37]
1462, 2016-12-01, [3, 17, 18, 22, 34, 41]
1463, 2016-12-05, [4, 21, 27, 32, 34, 42]
1464, 2016-12-08, [6, 13, 18, 23, 26, 33]
1465, 2016-12-12, [5, 25, 26, 29, 30, 36]
1466, 2016-12-15, [1, 11, 18, 20, 27, 34]
1467, 2016-12-19, [6, 12, 13, 18, 21, 40]
1468, 2016-12-22, [3, 4, 7, 14, 18, 40]
1469, 2016-12-26, [11, 17, 29, 36, 41, 42]
1470, 2016-12-29, [1, 6, 20, 21, 31, 35]
