427, 2007-01-02, [11, 13, 15, 16, 19, 21]
480, 2007-07-05, [3, 11, 16, 21, 23, 42]
481, 2007-07-09, [14, 18, 26, 37, 39, 42]
482, 2007-07-12, [6, 9, 10, 14, 20, 36]
483, 2007-07-16, [1, 5, 22, 27, 33, 42]
484, 2007-07-19, [6, 13, 24, 28, 38, 41]
485, 2007-07-23, [1, 15, 32, 33, 41, 42]
486, 2007-07-26, [2, 6, 8, 9, 11, 12]
487, 2007-07-30, [2, 4, 14, 23, 24, 32]
488, 2007-08-02, [11, 17, 19, 30, 32, 34]
489, 2007-08-06, [1, 3, 6, 8, 12, 18]
490, 2007-08-09, [5, 8, 9, 15, 21, 33]
491, 2007-08-13, [6, 15, 18, 20, 22, 38]
492, 2007-08-16, [1, 4, 12, 23, 32, 39]
493, 2007-08-20, [1, 7, 20, 24, 40, 41]
494, 2007-08-23, [17, 27, 29, 32, 36, 38]
495, 2007-08-27, [15, 27, 35, 36, 39, 40]
496, 2007-08-30, [2, 23, 26, 27, 34, 37]
497, 2007-09-03, [12, 17, 20, 34, 37, 40]
498, 2007-09-06, [3, 12, 13, 19, 20, 40]
499, 2007-09-10, [14, 25, 26, 31, 32, 42]
500, 2007-09-13, [5, 25, 28, 29, 33, 41]
501, 2007-09-17, [1, 3, 8, 11, 19, 37]
502, 2007-09-20, [6, 25, 35, 36, 38, 40]
503, 2007-09-24, [8, 9, 15, 16, 23, 29]
504, 2007-09-27, [7, 12, 13, 18, 41, 42]
505, 2007-10-01, [3, 10, 27, 31, 41, 42]
506, 2007-10-04, [7, 9, 14, 25, 37, 40]
507, 2007-10-08, [1, 6, 15, 30, 33, 40]
508, 2007-10-11, [4, 20, 21, 28, 37, 39]
509, 2007-10-15, [6, 25, 28, 32, 34, 41]
510, 2007-10-18, [8, 15, 20, 22, 39, 40]
511, 2007-10-22, [4, 5, 12, 15, 19, 41]
512, 2007-10-25, [9, 13, 20, 25, 31, 41]
513, 2007-10-29, [5, 15, 16, 18, 19, 22]
514, 2007-11-01, [11, 12, 17, 20, 34, 41]
515, 2007-11-05, [8, 10, 15, 19, 21, 25]
516, 2007-11-08, [8, 9, 11, 17, 41, 42]
517, 2007-11-12, [12, 18, 20, 33, 37, 40]
518, 2007-11-15, [13, 22, 25, 31, 34, 40]
519, 2007-11-19, [3, 23, 32, 36, 39, 41]
520, 2007-11-22, [1, 22, 25, 31, 33, 40]
521, 2007-11-26, [10, 12, 24, 25, 39, 42]
522, 2007-11-29, [11, 14, 26, 28, 32, 42]
523, 2007-12-03, [3, 7, 12, 19, 23, 42]
524, 2007-12-06, [3, 9, 16, 18, 26, 27]
525, 2007-12-10, [1, 6, 14, 23, 29, 40]
526, 2007-12-13, [2, 5, 22, 26, 28, 31]
527, 2007-12-17, [1, 14, 22, 25, 36, 37]
528, 2007-12-20, [3, 19, 28, 30, 32, 39]
529, 2007-12-24, [12, 19, 21, 23, 34, 39]
530, 2007-12-27, [4, 5, 15, 22, 30, 39]
531, 2007-12-31, [3, 14, 15, 18, 19, 25]
