1471, 2017-01-02, [1, 4, 10, 14, 20, 28]
1516, 2017-06-08, [4, 6, 7, 20, 21, 35]
1517, 2017-06-12, [3, 10, 18, 24, 37, 42]
1518, 2017-06-15, [9, 16, 19, 25, 36, 38]
1519, 2017-06-19, [6, 9, 17, 19, 25, 38]
1520, 2017-06-22, [16, 20, 21, 24, 32, 41]
1521, 2017-06-26, [7, 12, 14, 31, 32, 41]
1522, 2017-06-29, [11, 23, 31, 33, 37, 38]
1523, 2017-07-03, [20, 22, 24, 26, 27, 37]
1524, 2017-07-06, [3, 19, 24, 27, 29, 36]
1525, 2017-07-10, [4, 5, 12, 13, 19, 23]
1526, 2017-07-13, [9, 11, 14, 16, 26, 37]
1527, 2017-07-17, [7, 25, 27, 28, 35, 39]
1528, 2017-07-20, [12, 14, 20, 21, 22, 29]
1529, 2017-07-24, [12, 16, 31, 32, 33, 37]
1530, 2017-07-27, [3, 10, 11, 14, 16, 28]
1531, 2017-07-31, [5, 21, 23, 34, 39, 40]
1532, 2017-08-03, [1, 6, 26, 29, 33, 36]
1533, 2017-08-07, [7, 8, 19, 26, 35, 37]
1534, 2017-08-10, [2, 6, 12, 13, 24, 42]
1535, 2017-08-14, [5, 14, 21, 33, 35, 38]
1536, 2017-08-17, [1, 16, 19, 28, 39, 40]
1537, 2017-08-21, [2, 4, 13, 14, 15, 23]
1538, 2017-08-24, [6, 11, 12, 16, 28, 36]
1539, 2017-08-28, [1, 9, 18, 25, 28, 32]
1540, 2017-08-31, [9, 19, 25, 27, 32, 36]
1541, 2017-09-04, [2, 11, 19, 27, 38, 39]
1542, 2017-09-07, [3, 11, 12, 13, 20, 37]
1543, 2017-09-11, [10, 15, 23, 28, 29, 36]
1544, 2017-09-14, [11, 12, 19, 26, 31, 34]
1545, 2017-09-18, [1, 15, 18, 19, 27, 38]
1546, 2017-09-21, [12, 18, 21, 26, 35, 38]
1547, 2017-09-25, [7, 10, 14, 21, 22, 42]
1548, 2017-09-28, [8, 23, 30, 36, 37, 39]
1549, 2017-10-02, [6, 12, 14, 19, 28, 31]
1550, 2017-10-05, [4, 14, 18, 21, 28, 32]
1551, 2017-10-09, [11, 16, 20, 21, 23, 38]
1552, 2017-10-12, [5, 9, 17, 28, 30, 34]
1553, 2017-10-16, [7, 8, 19, 34, 37, 42]
1554, 2017-10-19, [4, 7, 9, 12, 14, 33]
1555, 2017-10-23, [5, 6, 23, 30, 34, 39]
1556, 2017-10-26, [2, 22, 23, 30, 37, 42]
1557, 2017-10-30, [1, 9, 14, 15, 20, 33]
1558, 2017-11-02, [3, 11, 30, 34, 38, 42]
1559, 2017-11-06, [22, 26, 28, 37, 39, 40]
1560, 2017-11-09, [3, 5, 6, 19, 22, 31]
1561, 2017-11-13, [1, 10, 11, 28, 32, 37]
1562, 2017-11-16, [3, 4, 12, 18, 23, 26]
1563, 2017-11-20, [8, 19, 21, 31, 38, 39]
1564, 2017-11-23, [7, 11, 14, 18, 29, 38]
1565, 2017-11-27, [8, 10, 15, 17, 24, 31]
1566, 2017-11-30, [1, 10, 11, 14, 30, 33]
1567, 2017-12-04, [10, 19, 29, 33, 37, 38]
1568, 2017-12-07, [8, 18, 23, 24, 34, 37]
1569, 2017-12-11, [4, 10, 15, 19, 39, 42]
1570, 2017-12-14, [1, 5, 6, 30, 38, 40]
1571, 2017-12-18, [17, 20, 22, 23, 27, 40]
1572, 2017-12-21, [2, 12, 14, 19, 22, 29]
1573, 2017-12-26, [7, 10, 12, 13, 18, 38]
1574, 2017-12-28, [8, 10, 13, 28, 29, 35]
