949, 2012-01-03, [6, 11, 15, 27, 30, 38]
1010, 2012-08-02, [4, 12, 28, 29, 34, 39]
1011, 2012-08-06, [1, 2, 17, 29, 39, 40]
1012, 2012-08-09, [7, 8, 13, 29, 31, 40]
1013, 2012-08-13, [18, 22, 24, 32, 41, 42]
1014, 2012-08-16, [1, 13, 24, 27, 34, 42]
1015, 2012-08-21, [1, 18, 22, 32, 38, 41]
1016, 2012-08-23, [5, 11, 29, 30, 31, 36]
1017, 2012-08-27, [4, 15, 27, 30, 34, 39]
1018, 2012-08-30, [17, 20, 26, 27, 36, 38]
1019, 2012-09-03, [3, 10, 14, 19, 37, 40]
1020, 2012-09-06, [8, 9, 24, 31, 35, 37]
1021, 2012-09-10, [1, 9, 16, 20, 34, 39]
1022, 2012-09-13, [2, 6, 8, 9, 27, 39]
1023, 2012-09-17, [5, 8, 9, 16, 25, 31]
1024, 2012-09-20, [10, 12, 24, 28, 32, 37]
1025, 2012-09-24, [1, 3, 11, 16, 19, 33]
1026, 2012-09-27, [8, 15, 28, 36, 38, 41]
1027, 2012-10-01, [1, 5, 13, 21, 29, 40]
1028, 2012-10-04, [1, 5, 14, 26, 32, 35]
1029, 2012-10-08, [2, 8, 10, 13, 22, 31]
1030, 2012-10-11, [2, 8, 17, 18, 21, 25]
1031, 2012-10-15, [7, 10, 19, 22, 25, 27]
1032, 2012-10-18, [2, 11, 17, 18, 28, 38]
1033, 2012-10-22, [3, 5, 6, 7, 8, 14]
1034, 2012-10-25, [2, 4, 6, 11, 28, 42]
1035, 2012-10-29, [6, 8, 14, 20, 23, 26]
1036, 2012-11-01, [12, 19, 21, 24, 26, 40]
1037, 2012-11-05, [2, 13, 14, 17, 31, 42]
1038, 2012-11-08, [1, 5, 8, 9, 29, 42]
1039, 2012-11-12, [9, 11, 24, 26, 39, 40]
1040, 2012-11-15, [9, 13, 20, 28, 29, 42]
1041, 2012-11-19, [8, 16, 17, 21, 33, 35]
1042, 2012-11-22, [18, 28, 29, 32, 37, 38]
1043, 2012-11-26, [6, 26, 28, 29, 34, 39]
1044, 2012-11-29, [6, 12, 18, 20, 25, 34]
1045, 2012-12-03, [2, 27, 28, 29, 34, 39]
1046, 2012-12-06, [1, 9, 12, 14, 16, 24]
1047, 2012-12-10, [1, 2, 17, 39, 40, 42]
1048, 2012-12-13, [2, 6, 10, 12, 22, 23]
1049, 2012-12-17, [6, 8, 14, 19, 25, 42]
1050, 2012-12-20, [17, 27, 28, 34, 40, 42]
1051, 2012-12-24, [6, 7, 13, 31, 37, 39]
1052, 2012-12-27, [2, 3, 8, 23, 37, 39]
1053, 2012-12-31, [9, 15, 30, 32, 39, 42]
