323, 2006-01-02, [16, 22, 23, 25, 28, 40]
360, 2006-05-11, [2, 8, 16, 25, 29, 33]
361, 2006-05-15, [6, 14, 19, 23, 24, 26]
362, 2006-05-18, [2, 15, 24, 26, 28, 30]
363, 2006-05-22, [3, 7, 22, 23, 29, 40]
364, 2006-05-26, [17, 18, 23, 28, 33, 38]
365, 2006-05-29, [1, 2, 5, 24, 32, 36]
366, 2006-06-01, [12, 21, 24, 30, 31, 32]
367, 2006-06-05, [3, 13, 17, 25, 30, 31]
368, 2006-06-08, [1, 10, 11, 16, 26, 33]
369, 2006-06-12, [6, 16, 18, 25, 27, 39]
370, 2006-06-15, [1, 4, 14, 21, 39, 41]
371, 2006-06-19, [6, 14, 24, 35, 37, 41]
372, 2006-06-23, [1, 2, 3, 14, 24, 38]
373, 2006-06-26, [5, 10, 21, 23, 31, 39]
374, 2006-06-29, [11, 15, 19, 21, 29, 34]
375, 2006-07-03, [3, 11, 12, 19, 22, 39]
376, 2006-07-06, [5, 15, 25, 28, 32, 37]
377, 2006-07-10, [7, 10, 35, 40, 41, 42]
378, 2006-07-13, [5, 6, 7, 12, 19, 40]
379, 2006-08-17, [1, 4, 7, 11, 12, 32]
380, 2006-08-17, [1, 4, 7, 11, 12, 32]
381, 2006-08-17, [1, 4, 7, 11, 12, 32]
382, 2006-08-17, [1, 4, 7, 11, 12, 32]
383, 2006-08-17, [1, 4, 7, 11, 12, 32]
384, 2006-08-17, [1, 4, 7, 11, 12, 32]
385, 2006-08-17, [1, 4, 7, 11, 12, 32]
386, 2006-08-17, [1, 4, 7, 11, 12, 32]
387, 2006-08-17, [1, 4, 7, 11, 12, 32]
388, 2006-08-17, [1, 4, 7, 11, 12, 32]
389, 2006-08-21, [14, 32, 35, 37, 39, 40]
390, 2006-08-24, [6, 13, 15, 25, 28, 33]
391, 2006-08-28, [5, 11, 18, 20, 25, 32]
392, 2006-08-31, [12, 21, 22, 23, 39, 42]
393, 2006-09-04, [3, 19, 22, 25, 26, 33]
394, 2006-09-07, [3, 7, 8, 9, 11, 30]
395, 2006-09-11, [7, 10, 17, 19, 21, 23]
396, 2006-09-14, [2, 6, 18, 19, 29, 34]
397, 2006-09-18, [8, 11, 12, 17, 21, 31]
398, 2006-09-21, [6, 15, 16, 19, 25, 32]
399, 2006-09-25, [6, 8, 9, 27, 28, 30]
400, 2006-09-28, [8, 19, 20, 25, 27, 41]
401, 2006-10-02, [1, 6, 9, 15, 23, 35]
402, 2006-10-05, [17, 23, 28, 31, 32, 41]
403, 2006-10-09, [2, 7, 8, 14, 26, 28]
404, 2006-10-12, [12, 16, 17, 19, 20, 37]
405, 2006-10-16, [12, 25, 26, 27, 37, 40]
406, 2006-10-19, [6, 18, 19, 21, 28, 34]
407, 2006-10-23, [9, 10, 17, 18, 20, 31]
408, 2006-10-26, [1, 7, 8, 17, 20, 39]
409, 2006-10-30, [1, 11, 26, 28, 30, 33]
410, 2006-11-02, [6, 7, 12, 24, 25, 28]
411, 2006-11-06, [12, 14, 16, 17, 19, 24]
412, 2006-11-09, [2, 8, 12, 15, 19, 38]
413, 2006-11-13, [2, 6, 7, 22, 30, 36]
414, 2006-11-16, [6, 14, 20, 34, 40, 41]
415, 2006-11-21, [4, 5, 7, 10, 14, 27]
416, 2006-11-25, [1, 4, 13, 20, 33, 38]
417, 2006-11-27, [8, 11, 14, 18, 30, 41]
418, 2006-11-30, [8, 36, 38, 39, 40, 41]
419, 2006-12-04, [1, 8, 13, 14, 31, 34]
420, 2006-12-07, [9, 28, 35, 37, 38, 41]
421, 2006-12-11, [1, 5, 20, 26, 29, 39]
422, 2006-12-14, [6, 30, 31, 34, 40, 42]
423, 2006-12-18, [1, 10, 16, 27, 36, 37]
424, 2006-12-21, [10, 14, 22, 23, 33, 42]
425, 2006-12-26, [8, 16, 17, 22, 34, 41]
426, 2006-12-28, [1, 18, 20, 34, 40, 41]
