636, 2009-01-02, [13, 15, 16, 23, 33, 40]
718, 2009-10-15, [13, 15, 27, 30, 38, 42]
719, 2009-10-19, [10, 25, 30, 31, 34, 38]
720, 2009-10-22, [2, 4, 5, 10, 14, 35]
721, 2009-10-26, [1, 2, 5, 18, 26, 39]
722, 2009-10-29, [14, 19, 20, 27, 29, 37]
723, 2009-11-02, [1, 5, 7, 30, 32, 38]
724, 2009-11-05, [5, 16, 24, 29, 37, 42]
725, 2009-11-09, [8, 11, 13, 15, 17, 29]
726, 2009-11-12, [6, 9, 10, 12, 14, 39]
727, 2009-11-16, [1, 14, 23, 31, 38, 40]
728, 2009-11-19, [3, 7, 10, 18, 29, 36]
729, 2009-11-23, [4, 6, 7, 12, 15, 18]
730, 2009-11-26, [6, 10, 16, 17, 27, 42]
731, 2009-11-30, [4, 14, 18, 20, 41, 42]
732, 2009-12-03, [15, 17, 19, 32, 35, 38]
733, 2009-12-07, [13, 22, 24, 25, 27, 35]
734, 2009-12-10, [1, 11, 12, 13, 27, 41]
735, 2009-12-14, [13, 15, 16, 17, 35, 40]
736, 2009-12-17, [4, 22, 25, 34, 37, 42]
737, 2009-12-21, [4, 12, 24, 28, 32, 35]
738, 2009-12-24, [3, 6, 8, 11, 32, 42]
739, 2009-12-28, [8, 22, 28, 34, 36, 40]
740, 2009-12-31, [4, 16, 22, 30, 38, 39]
