1054, 2013-01-03, [8, 15, 21, 24, 32, 38]
1090, 2013-05-09, [4, 21, 25, 31, 35, 40]
1091, 2013-05-13, [2, 7, 18, 38, 39, 41]
1092, 2013-05-16, [7, 15, 23, 25, 32, 40]
1093, 2013-05-20, [4, 8, 9, 16, 35, 40]
1094, 2013-05-23, [9, 19, 24, 33, 34, 37]
1095, 2013-05-27, [14, 16, 27, 28, 36, 42]
1096, 2013-05-30, [5, 18, 19, 23, 38, 40]
1097, 2013-06-03, [6, 14, 21, 26, 32, 40]
1098, 2013-06-06, [2, 8, 21, 24, 36, 40]
1099, 2013-06-10, [12, 15, 22, 23, 30, 41]
1100, 2013-06-13, [3, 4, 8, 17, 19, 41]
1101, 2013-06-17, [2, 3, 8, 11, 16, 28]
1102, 2013-06-20, [2, 4, 17, 22, 26, 31]
1103, 2013-06-24, [10, 13, 19, 20, 21, 36]
1104, 2013-06-27, [3, 7, 8, 12, 20, 24]
1105, 2013-07-01, [9, 14, 17, 27, 35, 40]
1106, 2013-07-04, [10, 18, 19, 24, 27, 28]
1107, 2013-07-08, [11, 12, 19, 30, 34, 41]
1108, 2013-07-11, [1, 14, 32, 36, 39, 41]
1109, 2013-07-15, [1, 8, 11, 19, 29, 40]
1110, 2013-07-18, [1, 10, 18, 23, 33, 34]
1111, 2013-07-22, [1, 6, 13, 23, 36, 37]
1112, 2013-07-25, [21, 33, 35, 40, 41, 42]
1113, 2013-07-29, [4, 23, 25, 35, 36, 39]
1114, 2013-08-01, [4, 12, 17, 34, 40, 42]
1115, 2013-08-05, [2, 3, 7, 9, 25, 33]
1116, 2013-08-08, [2, 3, 13, 19, 36, 39]
1117, 2013-08-12, [1, 6, 10, 15, 35, 42]
1118, 2013-08-15, [3, 12, 20, 23, 32, 41]
1119, 2013-08-19, [13, 17, 21, 33, 35, 36]
1120, 2013-08-22, [1, 2, 3, 17, 19, 32]
1121, 2013-08-26, [19, 22, 36, 37, 40, 41]
1122, 2013-08-29, [14, 15, 21, 27, 34, 41]
1123, 2013-09-02, [1, 4, 7, 17, 30, 31]
1124, 2013-09-05, [1, 8, 17, 18, 31, 40]
1125, 2013-09-09, [7, 14, 20, 32, 38, 40]
1126, 2013-09-12, [5, 7, 22, 30, 35, 40]
1127, 2013-09-16, [2, 5, 9, 24, 31, 33]
1128, 2013-09-19, [13, 14, 24, 26, 27, 31]
1129, 2013-09-23, [5, 8, 10, 11, 16, 20]
1130, 2013-09-26, [20, 22, 28, 34, 40, 41]
1131, 2013-09-30, [4, 5, 8, 12, 21, 35]
1132, 2013-10-03, [10, 14, 18, 27, 31, 39]
1133, 2013-10-07, [2, 8, 14, 20, 25, 30]
1134, 2013-10-10, [1, 8, 19, 28, 40, 41]
1135, 2013-10-14, [3, 11, 15, 23, 28, 38]
1136, 2013-10-17, [7, 10, 11, 17, 20, 25]
1137, 2013-10-21, [3, 6, 13, 15, 30, 33]
1138, 2013-10-24, [6, 14, 18, 20, 36, 42]
1139, 2013-10-28, [1, 10, 18, 22, 23, 32]
1140, 2013-10-31, [2, 4, 16, 29, 30, 41]
1141, 2013-11-04, [5, 14, 18, 20, 34, 37]
1142, 2013-11-07, [13, 14, 20, 31, 36, 40]
1143, 2013-11-11, [1, 17, 22, 40, 41, 42]
1144, 2013-11-14, [16, 17, 19, 22, 27, 36]
1145, 2013-11-18, [11, 15, 19, 23, 26, 34]
1146, 2013-11-21, [2, 17, 19, 27, 31, 40]
1147, 2013-11-25, [1, 8, 10, 13, 24, 27]
1148, 2013-11-28, [6, 12, 18, 22, 32, 33]
1149, 2013-12-02, [4, 7, 8, 10, 20, 31]
1150, 2013-12-05, [4, 28, 31, 38, 39, 42]
1151, 2013-12-09, [3, 8, 12, 25, 26, 38]
1152, 2013-12-12, [4, 8, 12, 13, 20, 32]
1153, 2013-12-16, [4, 5, 9, 15, 24, 38]
1154, 2013-12-19, [1, 3, 12, 14, 16, 32]
1155, 2013-12-23, [1, 5, 9, 13, 30, 40]
1156, 2013-12-26, [9, 16, 32, 36, 38, 41]
1157, 2013-12-30, [1, 5, 6, 8, 30, 33]
